Index	Reagents	Products	Rule
11_0	['C=O', 'C=O', 'O']	['CO', 'C(O)=O']	Cannizarro 2, HCHO (oxidation)
11_1	['C=O', 'C=O', 'O']	['CO', 'C(O)=O']	Cannizarro 2, HCHO (reduction)
13_0	['N', 'C#CC#N']	['C(C(N)=C)#N']	Alkyne Addition, N, HH
15_0	['N', 'C#CC#N']	['C(C=CN)#N']	Alkyne Addition, N, HH
15_1	['N', 'C#CC#N']	['C(C=CN)#N']	Michael Addition 3,0, 
17_0	['C#N', 'C#CC#N']	['C(C(C#N)=C)#N']	Alkyne Addition, C
19_0	['C#N', 'C#CC#N']	['C(C=CC#N)#N']	Alkyne Addition, C
21_0	['N', 'C#N']	['C(N)=N']	Nitrile Amination
23_0	['N', 'C#CC#N']	['C#CC(N)=N']	Nitrile Amination
25_0	['C#N', 'C#N']	['C(C=N)#N']	HCN Addition to Nitriles
27_0	['C=O', 'C#N']	['C(CO)#N']	Cyanohydrin Formation
29_0	['C=O', 'N', 'C#N']	['O', 'C(CN)#N']	Strecker Synthesis
31_0	['C#N', 'O']	['C(N)=O']	Nitrile Hydrolysis
33_0	['C#CC#N', 'O']	['C#CC(N)=O']	Nitrile Hydrolysis
35_0	['N', 'C#CC(N)=N']	['C=C(C(N)=N)N']	Alkyne Addition, N, HH
37_0	['N', 'C#CC(N)=N']	['C(N)=CC(N)=N']	Alkyne Addition, N, HH
39_0	['N', 'C#CC(N)=O']	['C=C(C(N)=O)N']	Alkyne Addition, N, HH
41_0	['N', 'C#CC(N)=O']	['C(N)=CC(N)=O']	Alkyne Addition, N, HH
41_1	['N', 'C#CC(N)=O']	['C(N)=CC(N)=O']	Michael Addition 1,0, 
43_0	['C(C(N)=C)#N', 'C#CC(N)=N']	['C(C(NC(C(N)=N)=C)=C)#N']	Alkyne Addition, N, HC
45_0	['C(C(N)=C)#N', 'C#CC(N)=N']	['C(C(NC=CC(N)=N)=C)#N']	Alkyne Addition, N, HC
47_0	['C(C(N)=C)#N', 'C#CC(N)=O']	['C(C(NC(C(N)=O)=C)=C)#N']	Alkyne Addition, N, HC
49_0	['C(C(N)=C)#N', 'C#CC(N)=O']	['C(C(NC=CC(N)=O)=C)#N']	Alkyne Addition, N, HC
49_1	['C(C(N)=C)#N', 'C#CC(N)=O']	['C(C(NC=CC(N)=O)=C)#N']	Michael Addition 1,0, 
51_0	['C(C=CN)#N', 'C#CC(N)=N']	['C(C=CNC(C(N)=N)=C)#N']	Alkyne Addition, N, HC
53_0	['C(C=CN)#N', 'C#CC(N)=N']	['C(C=CNC=CC(N)=N)#N']	Alkyne Addition, N, HC
55_0	['C(C=CN)#N', 'C#CC(N)=O']	['C(C=CNC(C(N)=O)=C)#N']	Alkyne Addition, N, HC
57_0	['C(C=CN)#N', 'C#CC(N)=O']	['C(C=CNC=CC(N)=O)#N']	Alkyne Addition, N, HC
57_1	['C(C=CN)#N', 'C#CC(N)=O']	['C(C=CNC=CC(N)=O)#N']	Michael Addition 1,0, 
59_0	['C(N)=N', 'C#CC(N)=N']	['C(NC(C(N)=N)=C)=N']	Alkyne Addition, N, HC
61_0	['C(N)=N', 'C#CC(N)=N']	['C(NC=CC(N)=N)=N']	Alkyne Addition, N, HC
63_0	['C(N)=N', 'C#CC(N)=O']	['C(NC(C(N)=O)=C)=N']	Alkyne Addition, N, HC
65_0	['C(N)=N', 'C#CC(N)=O']	['C(NC=CC(N)=O)=N']	Alkyne Addition, N, HC
65_1	['C(N)=N', 'C#CC(N)=O']	['C(NC=CC(N)=O)=N']	Michael Addition 1,0, 
67_0	['C#CC(N)=N', 'C#CC(N)=N']	['C#CC(NC(C(N)=N)=C)=N']	Alkyne Addition, N, HC
69_0	['C#CC(N)=N', 'C#CC(N)=N']	['C#CC(NC=CC(N)=N)=N']	Alkyne Addition, N, HC
71_0	['C#CC(N)=N', 'C(CN)#N']	['C(CNC(C(N)=N)=C)#N']	Alkyne Addition, N, HC
73_0	['C#CC(N)=N', 'C(CN)#N']	['C(CNC=CC(N)=N)#N']	Alkyne Addition, N, HC
75_0	['C#CC(N)=N', 'C#CC(N)=O']	['C#CC(NC(C(N)=O)=C)=N']	Alkyne Addition, N, HC
77_0	['C#CC(N)=N', 'C#CC(N)=O']	['C#CC(NC=CC(N)=O)=N']	Alkyne Addition, N, HC
77_1	['C#CC(N)=N', 'C#CC(N)=O']	['C#CC(NC=CC(N)=O)=N']	Michael Addition 1,0, 
79_0	['C(CN)#N', 'C#CC(N)=O']	['C(CNC(C(N)=O)=C)#N']	Alkyne Addition, N, HC
81_0	['C(CN)#N', 'C#CC(N)=O']	['C(CNC=CC(N)=O)#N']	Alkyne Addition, N, HC
81_1	['C(CN)#N', 'C#CC(N)=O']	['C(CNC=CC(N)=O)#N']	Michael Addition 1,0, 
83_0	['C#CC#N', 'C(C(N)=C)#N']	['C(C(NC(C#N)=C)=C)#N']	Alkyne Addition, N, HC
85_0	['C#CC#N', 'C(C(N)=C)#N']	['C(C=CNC(C#N)=C)#N']	Alkyne Addition, N, HC
85_1	['C#CC#N', 'C(C(N)=C)#N']	['C(C=CNC(C#N)=C)#N']	Michael Addition 3,0, 
86_0	['C#CC#N', 'C(C=CN)#N']	['C(C=CNC(C#N)=C)#N']	Alkyne Addition, N, HC
88_0	['C#CC#N', 'C(C=CN)#N']	['C(C=CNC=CC#N)#N']	Alkyne Addition, N, HC
88_1	['C#CC#N', 'C(C=CN)#N']	['C(C=CNC=CC#N)#N']	Michael Addition 3,0, 
90_0	['C#CC#N', 'C(N)=N']	['C(C(NC=N)=C)#N']	Alkyne Addition, N, HC
92_0	['C#CC#N', 'C(N)=N']	['C(C=CNC=N)#N']	Alkyne Addition, N, HC
92_1	['C#CC#N', 'C(N)=N']	['C(C=CNC=N)#N']	Michael Addition 3,0, 
94_0	['C#CC#N', 'C#CC(N)=N']	['C(C(NC(C#C)=N)=C)#N']	Alkyne Addition, N, HC
96_0	['C#CC#N', 'C#CC(N)=N']	['C(C=CNC(C#C)=N)#N']	Alkyne Addition, N, HC
96_1	['C#CC#N', 'C#CC(N)=N']	['C(C=CNC(C#C)=N)#N']	Michael Addition 3,0, 
