INCHIKEY	Generation	NetworkSmiles	MinimumPathwayLength	MinimumPathwayEnergy
GONGZWHRWCYDTA	G2	C1(C(C(CO)O)OC(C1)O)=O	2	-53.14
VTYZWSTWPSLGHX	G2	C(C)(C1C(C(C(O1)O)O)O)=O	2	-46.85
FSEGFALCGGGEPO	G2	C(CC1C(C(C(O)O1)O)O)=O	2	-40.46
DBXNZGWNBVNDSO	G2	C1(CC(C(C(CO)O1)O)O)=O	2	-70.03
OCLOLUFOLJIQDC	G2	C1(COC(CO)C(C1O)O)=O	2	-55.839999999999996
UHPMJDGOAZMIID	G2	C1(C(O)OC(CO)C(C1)O)=O	2	-55.839999999999996
PVKLTCFYNBLGMN	G2	C1(C(C(CO)OC(C1)O)O)=O	2	-55.839999999999996
IOFQXNNENHCUQL	G2	C1(C(C(O)OC(CO)C1)O)=O	2	-55.839999999999996
NWAQREDMTHFVFF	G2	C1(C(CO)OC(C(C1)O)O)=O	2	-55.839999999999996
HOHFQGCXQDHZJL	G2	C1(CC(C(C(CO1)O)O)O)=O	2	-72.89
DBLLDNNAYQFXMT	G2	C1(COCC(C(C1O)O)O)=O	2	-58.699999999999996
FDUCWCLOCIPWJT	G2	C1(C(O)OCC(C(C1)O)O)=O	2	-58.699999999999996
PATGLOACTPYBAI	G2	C1(C(C(COC(C1)O)O)O)=O	2	-58.699999999999996
KGUNYMYUWFWAAR	G2	C1(C(C(O)OCC(C1)O)O)=O	2	-58.699999999999996
YYOBYHDYKCPMFE	G2	C1(C(COC(C(C1)O)O)O)=O	2	-58.699999999999996
KRKZFVZQYDKETD	G2	C1(C(C(C(O)OCC1)O)O)=O	2	-58.699999999999996
QQYKOAFGQUCGEA	G2	C1(COC(C(C(C1)O)O)O)=O	2	-58.699999999999996
NTSRIUHAOCAOQN	G2	C(C(C(CO)O)O)(N)=CC=O	NaN	NaN
KGUHXLCVURNHSK	G2	C(C(C(N)=CC(CO)O)O)=O	NaN	NaN
KXMAOQJMLAAVJY	G2	C(C(C(CO)N)O)=O	3	-38.260000000000005
ISGLIVNHDPLUFG	G2	C(CO)(C(C(C(CO)O)N)O)=O	2	-13.61
KTLZNQVCIYBNIW	G2	C(CN)(C(C(C(CO)O)N)O)=O	2	-31.95
CFIPTNRUUCHLRU	G2	C(C(CC(C(CO)O)N)=O)=O	2	-52.62
OGOOLELVTMLOGV	G2	C(CC(C(C(CO)N)O)=O)=O	2	-65.45
CWKBVHWILPQTCU	G2	C(C(C(CC(CO)N)=O)O)=O	2	-109.58
NFNWRWYCUZAEON	G2	C(CC(C=O)N)(C(CO)O)=O	2	-52.62
FDTPCSIZIQTINL	G2	C(CC(C=O)O)(C(CN)O)=O	2	-59.349999999999994
RBDNNFSBBBQPHT	G2	C(C(C(C(CCO)=O)O)N)=O	NaN	NaN
YFKHBAKJIYEAQE	G2	C(C(C(C=O)O)O)(CCN)=O	2	-59.349999999999994
ZROWQRUORDMNAS	G2	C(CC(C(C(C=O)O)O)N)=O	2	-50.62
FMAORJIQYMIRHF	G2	C1C(C(C(O)O1)O)O	3	-28.25
BCFSSHCZTMDDSA	G2	C(C1C(C(C(CN)(O)O1)O)O)O	2	-22.97
XCOLHFJYVWHMEU	G2	C(C1(CC(C(CO)O1)O)O)=O	NaN	NaN
OJFNRRYMUBSATR	G2	C(CC1(C(C(CO1)O)O)O)=O	NaN	NaN
XSOCZPWENAPSDW	G2	C(C(C1(CC(CO1)O)O)O)=O	NaN	NaN
DNFROWGDJNTHSQ	G2	C(C1C(CC(CO)(O1)O)O)=O	NaN	NaN
DUPMVEXRXRIHES	G2	C(C1C(C(C(C)(O1)O)O)O)=O	2	-48.03
DLPYFNDTPUTRMF	G2	C(C(C1C(CC(O)O1)O)O)=O	NaN	NaN
KKEUNLQCVNSTTP	G2	C(C(C1C(C(C(O)O1)O)N)O)O	NaN	NaN
IXZISFNWUWKBOM	G2	C1C(C(C(C(CN)(O)O1)O)O)O	2	-25.82
LBJWYRASHSNTEP	G2	C(C1(CC(C(CO1)O)O)O)=O	NaN	NaN
MRAMFUAQJIBLST	G2	C(C1C(C(CC(O1)O)O)O)=O	NaN	NaN
BQCCAEOLPYCBAE	G2	C(C1C(C(C(C(O)O1)O)N)O)O	2	-13.26
PIXGAXWTOCUWQG	G2	C1C(C(C(C(C(O)O1)O)N)O)O	2	-16.11
