Index	Reagent	Formed/Produced	Rule
5_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Retro Aldol
5_0	C(CO)=O	1	Retro Aldol
5_0	C(C(C(CO)O)O)=O	1	Retro Aldol
5_1	C(C(C(C(C(CO)O)O)O)O)=O	-1	Knoevenagel H (inv)
5_1	C(CO)=O	1	Knoevenagel H (inv)
5_1	C(C(C(CO)O)O)=O	1	Knoevenagel H (inv)
7_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Keto-enol migration twice
7_0	C(CO)(C(C(C(CO)O)O)O)=O	1	Keto-enol migration twice
10_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)
10_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (oxidation)
10_0	O	-1	Cannizarro 2, glucose (oxidation)
10_0	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Cannizarro 2, glucose (oxidation)
10_0	C(C(C(C(C(CO)O)O)O)O)O	1	Cannizarro 2, glucose (oxidation)
10_1	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)
10_1	C(C(C(C(C(CO)O)O)O)O)=O	-1	Cannizarro 2, glucose (reduction)
10_1	O	-1	Cannizarro 2, glucose (reduction)
10_1	C(C(C(C(C(CO)O)O)O)O)(O)=O	1	Cannizarro 2, glucose (reduction)
10_1	C(C(C(C(C(CO)O)O)O)O)O	1	Cannizarro 2, glucose (reduction)
13_0	C(CN)(O)=O	-1	Ketone-Catalyzed Decarboxylation
13_0	CN	1	Ketone-Catalyzed Decarboxylation
13_0	C(=O)=O	1	Ketone-Catalyzed Decarboxylation
15_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Elimination + enol to keto
15_0	O	1	Elimination + enol to keto
15_0	C(C(CC(C(CO)O)O)=O)=O	1	Elimination + enol to keto
17_0	C(C(C(C(C(CO)O)O)O)O)=O	-1	Elimination + enol to keto
17_0	O	1	Elimination + enol to keto
17_0	C(CC(C(C(CO)O)O)=O)=O	1	Elimination + enol to keto
